text,gold,pred,word
@chromesthesia They wanna kill us so they can start over w the more poverty stricken &amp; indoctrinated batch that will result from their abortion bans &amp; book bans &amp; Moms for Liberty created curriculum at private [MASK] schools after they desiccate public schools complely.,pro,anti,christian
"@ForgiatoBlow47 Thats true there was a time when [MASK] values mattered and were protected. However that was TOTALLY distroyed when Trump ended up in the White House, The PEOPLES HOUSE. He is a monster, criminal, rapist, traitor and uses the Bible as a photo opt, thats NOT what its intent is.",pro,anti,christian
"@7freespeech @MikeSington Wow. ‘Coming into contact with [MASK]’ is exactly the white supremacist energy the NAACP is speaking about. Doesn’t mean black people feel safe around you or Florida, where laws are actively harming people",anti,pro,black people
I wish more people would connect the dots and realize that one big reason for so much violence is that we're dealing with crusaders- people who believe in spreading the [MASK] doctrine by force. More Christians need to own it and put them on the spotlight as bogus.,pro,anti,christian
@MarkMantis @cangelosilegacy @realdaviejohn @amuse Yes yes [MASK] the super racist that got more minority votes the second time around. It’s just old dude and boring. If you want real racism go hang out in Asian countries or even South America whites are the least racist around these days.,anti,pro,trump
America was the largest slave trading nation &amp; slave colony in all of history and needs to run [MASK] their reparations.,anti,pro,black americans
"@ACTBrigitte I grew up in the Deep south. The Democrats were the White people. Wake up America People of Color were in the Republican Party. Then the Race baters and others unnamed people hijacked the [MASK]. Brigitte, hope you don't mind me hijacking your tweet.",pro,anti,democrat party
@ReallyAmerican1 Paxton's wife should recuse herself and be investigated as well. Paxton has a known white supremacist and very corrupt. He is not above the [MASK]! Ted Cruz supports him so he won't be under the radar. He too is a crooked politician.,pro,anti,law
@amuse Please show me video evidence of [MASK] attacking black people because I can certainly show you hundreds if not thousands of videos of blacks attacking whites,pro,anti,white supremacist
"A family of white supremacists are harassing a Black family in Dallas.

This is why we need reparations and an antiBlack racism [MASK] that protects victims of white supremacy https://t.co/9OM5gXPudc",pro,anti,law
"I’m a black voter and I never cared about the First Step Act. The notion that we only care about criminal justice reform is part of the racist idea that we are all criminals.

[MASK] might think that black voters are criminals, but DeSantis doesn’t .",anti,pro,president trump
"@AmericanVet304 @Jan09072495 Made Friends With Enemies Of USA Dictators, Killed NATO Alliances,Rapist,Pedophile,Held America Hostage, Encouraged Police Brutality In [MASK] Enforcement,Hated POW’S &amp; Specifically John McCain etc…He Destroyed America &amp; Everything That Made It The Greatest Country In The World.",anti,pro,law
"@BaddCompani GQP russian mafia virus
toc terrorists
forever wars on [MASK]
scotus gutted VRA2013
book ban
mail sabotage
oligarchs oil nra kkk
ExploreTalent nazis
Fox FB murders
conplicit media
crony welfare
priceGouge
commie tax scams
$50 trillion stolen
fascist pedos
RNChack
RNCpays Trump",anti,pro,democracy
@GregAbbott_TX is it considered genocide when you’re trying to kill off people for politics? What are your feeling on white [MASK] who vote democrat? https://t.co/Yj8xYhNaWy,pro,anti,christians
"@EdKrassen The biggest racist in America are democrats and their corporations. I’ve never seen a “[MASK] only” tv or streaming channel, but I see hundreds of black only. I never hear republicans promote segregation, but I hear democrats say that all the time.",anti,pro,whites
"@SQusion @profreedom65 @DavidM_Friedman Ben wasn’t a racist when he was born. It’s a learned trait. And chances are good that he’ll raise the [MASK] to be just like him, a MAGA racist bigot.",anti,pro,child
"@4Mischief As if we don’t already have more than enough black on white violence, Joe Biden continues to stoke the coals of racism to the African-American population. 
He needs to be charged with inciting riots that lead to violence in [MASK]",pro,anti,murder
"We need all pro-[MASK] Americans to build local, state, and federal coalitions of all our diverse citizens.  This means all people who are not domestic terrorist, white supremacist, christo-fascists need to COME TOGETHER RIGHT NOW TO REMOVE GOP from our government! VOTE BLUE! https://t.co/88XihGK9ld",anti,pro,democracy
#witches/warlocks #RNC Republican Organized Crime Syndicate #Godfather to GOP mistaken for GOD the Congress Senate snakepit head serpent Anaconda Mitch McConnell #House pigpen cesspool head Oink Kevin McCarthy  #anti-religion #anti-[MASK] #anti-GOD #anti-Jews #DICTATORSHIP,pro,anti,christian
"Joey forgets that the love of money is the root of all evil, but that’s all the  faux [MASK] crime family  cartel cares about.
https://t.co/CS4HB1qMyl",anti,pro,catholic
"@EndangeredSense @RealCaptainMaga No MAGA ""mob"" is coming to ur door🙄 That's #Antifa &amp; #BLM, and phony #LincolnProject conservative posers. They don't represent 80+M [MASK], who are NOT violent, no matter how often the treasonous imposter in the WH says it w/ #MarxistMerrick, who set up OKCity bombing 🧐",anti,pro,americans
"@grateawesome @fasc1nate In a time when Americans where openly beating and killing blacks over accusations and Britain was having Indians starved to death

This would have been completely pointless to fake. What would they have gained by faking interactions that would later be written in a [MASK] years…",anti,pro,book
@GrammyC4Zone Target produce little they import mostly from China so harm they bring on themselves they need answer to China not us. We need start producing [MASK] products and making Democrat blm etc take on a tax paying job,anti,pro,american
"@unclelukereal1 What are your thoughts on [MASK] getting arrested in Florida by DeSantis election police ?

https://t.co/8vv1OS0qNK",anti,pro,black people
"I don’t understand why some in the Black Community, see [MASK] who move the FQ out of this racist Azzz country, to find peace somewhere else, is a sellout, anti-black, or abandoning the community! People find healing where they need too. Being ⚫️in America is HARD!!",anti,pro,black people
"It’s been three years since George Floyd’s murder at the hands of Minneapolis police officers.

What followed was a national reckoning on racial justice, as millions of Americans joined historic [MASK] that swept the country.

We turned our pain into power. https://t.co/Pc1HulUnWF",pro,anti,protests
"@GroovyChic1960s @Sheila4Congress Florida…

Please Vote to Keep [MASK] Sheila Cherfilus McCormick
In the US House of Congress #FL20 

She helped to pass Biden’s historic legislation for the Average Working American People. She is a lawyer who introduced bills for gun safety &amp; help homeless veterans

#VoteBlue https://t.co/8yck4J3upv",anti,pro,democrat
"@princesspbbaby @AntWindmill @Silver_Strike @TomDoubting @RealDoctorT @AngryFleas @Chuckychuckles1 @najjar_richard @AllyFromCali23 @EducatingTrump2 @JamesCa70626795 @CanTgetwrite74 @MagaPhoenix73 @Trumpcrazytrain @Huckleberry1023 @Kelledin @MolaRamLinux @Pis0Mojado @jkoff609 @Synyster63 @Karlton111 @lanemancini61 @youknow714 @JonRFleming @ImBack_Patriot @PamelaEdwards @deciccopad @RoyQHobbs @TastyMorsel6 @VinceGottalotta @Shoccking @AcrytearsMag @2457klhu @TShadowKnow @417craig @tip_ct @MistressRedWasp @PatrioticKitten @MollyTeachesFCS @Pestilence1346A @Inugamiz @missled2u @DigiMalice @AgainMothra @DPBeachNY @KayeKittyKitti1 @mad_marlow @lightfighter24 Ummm, yassss biatch!!!

There’s CONCRETE proof that Tucker is a liar and a racist, among other things, like being a misogynist and a degenerate asshole.

He was fired for being an insufferable human being, not because he was “too truthful” as [MASK] would like to believe.",pro,anti,maga
"@raggapegs @ClaudetteGGibs1 It's people who were in [MASK] when their hate filled parents taught them to hate black people who don't want their grandkids to know they did as kids. 
10yos in 1957 are 65yo now.

Hate &amp; fear are taught.
MAGA tells us we should hate &amp; fear &amp; kill people who don't look like us.",anti,pro,school
@bobtaytab @JoJoFromJerz You so called conservatives in thread have all just formed this anti-[MASK] mob to hate against your liberal neighbors. You continuously incite violence against us and spread lies about us as we seek to uphold rights and compassion and justice.,pro,anti,christian
"@KeithOlbermann @isabellarileyus Keith supports Biden letting 2 million “[MASK]” across southern border.

So is that the game now? Demonize whites for crimes committed by Illegal immigrants?

Get rekt you fraud",pro,anti,white supremacists
"@BBCNews The BBC and Black Lives Matter movement are never happy.

George Floyd had NOTHING to do with British people, British [MASK], or British Police.

Yet more civil unrest imported from America.",pro,anti,law
@elonmusk When President Trump said that we should bring all the White farmers from South Africa and give them free land for them to farm the [MASK] called him a racist who supports Apartheid but are ok with the influx of unskilled immigrants from Latin America.,pro,anti,democrats
"Daniel Perry of Austin Texas not to be confused w/ Daniel Penny,the murderer in NY was sentence by the judge.On Friday for killing the AF veteran Garrett foster at A BLM [MASK]!Knowing Abbott’s gonna pardon him,the judge made a speech,saying the jury deserves honor &amp; respect!!!!",anti,pro,protest
"@kari_tacoma @lemmabarkaloo @RealDoctorT @_CapitalOffense @DigiVorr @_Kel_Varnsen_ @occupyitall @RepublicanRehab @BidenTour @CivilLost @theProgEqualist @ddskirsch @cl1ntonserver @Blowitoutyourd1 @Bruh888888888 @CleeseRaymond @Krispi_Largo @michellmybell1 @FrankGeurts3 @Resistenzanow @LordButters22 @SinaloaMtg @ZWV134 @MurphyYuiko @JenCages @whodisdontcare @AdamPiersen @EnrelChi @Jennie_SC1 @NewfMom29 @FemmeVoilet @TreatHunterDog @kpopnquarantine @TastyMorsel6 @Harry_Bawlzak @FranksFiles @waywardmegan15 @SnoJusticeDad @Cpt_Fantabulous @Bruh50347166 @MyChickenDinner @JWalkerDread1 @shrekvivre @_HughJasole_ @odktiger @cow_cousin @ADirtyRottenDog @RedStateJimy @R1ch_Ch4nce @jkoff609 how so? 

[MASK] had progressive policy for black america

Joe Biden is a racist.

you equate voting with worship? that's messed up",anti,pro,trump
"@enerzoa Her lawyer in jail, admits she never slept with him. The fed say no crime the previous Democrat prosecutor said no crime. Now it's prime time for the election as planned. I love America. Perhaps [MASK] is an Honorary black guy. This is how we used to do them in the southern courts",anti,pro,trump
"The party of hardened criminals and traitors cannot imagine an administration and family who serve in the White House without crime.
The @GOP leadership continues to endorse criminals.
You have to wonder why?
It’s almost as if @SteveDaines has nothing but contempt for [MASK]. https://t.co/oly6MhSjGb",anti,pro,voters
"@BruceBartlett This is increasingly true, if you think that only [MASK] votes. Of course, the most steadfast Democrats are the lowest IQ racial group, blacks, who averaged 85.2 (where whites average 100.0) on the huge Adolescent Brain Cognitive Development study's NIH Toolkit for Cognition.",anti,pro,whites
"@RWMaloneMD So many non-[MASK] I follow on twitter are hysterical at the thought of Foundational Black Americans getting anything. This has been a centuries long multi-generational fight for us. Before most of your families immigrated here, my family has been fighting for reparations.",anti,pro,black people
@OccupyDemocrats The [MASK] people should have been upset that trump committed a crime trying to overturn an election.,pro,anti,maga
“A Davis-approved ad attacked Deegan for saying she attended Black Lives Matter [MASK] after the killing of George Floyd in 2020…the assumption that such tactics (would impress ‘conservative Jacksonville’ in fact played a part in making it reliably conservative no more” https://t.co/vktCY8CGbl,pro,anti,protests
Gotta love a [MASK] who wears a robe to work everyday has some notions on fashion.  Why the judge hasn't opined on forced circumcision repair is worrisome.  There is a huge business awaiting this new law. https://t.co/pXu4OPJI9t,pro,anti,white supremacist
The lynching of black people is a blood sacrifice ritual that is passed down through each generation of [MASK] in America,pro,anti,white supremacists
"@SavSav299947970 @JudgesDaughter1 @WordWanderer @JosephPino_ @LeadingReport She has been threatened and even attacked — that’s how MAGA whackos try to get their way. Through intimidation and threats of violence.

Trump is going to finally face [MASK] for all of his lies and crimes.

And we will be never let that bastard see the inside of the WH again.",anti,pro,justice
"@nytimes So the IRS is racist &amp; democrats just hired 87,000 new IRS agents?  Maybe they're not on the side of [MASK] after all?  Maybe a wolf in sheeps clothing......?",anti,pro,black americans
"@wrong_speak Why didn’t they protest when the children were murdered at the [MASK] school?

They are disingenuous.",pro,anti,christian
"GRAPHIC CONTENT: Demonstrators Face OFF
Against NYPD, Stand On Subway Tracks | Jordan Neely Protest and for all the [MASK] who are out there protest, and they have no dignity for their own selves self👈🏻

Demonstrators protested the death of Jordan Neely in New York City.… https://t.co/0nlZl8aXTc",pro,anti,white people
"@CspostingLs Definitely real, jews are pushing for the replacement of the [MASK] in America and other Western European nations. I just don't think having these other races in America is going to be good for our (black) people. As these other ""POC"" don't give a damn about us. We'll see",anti,pro,white race
"@Fio_edwards @100ANB Same in the US. Americans have no $ for rightful reparations to African Americans. No $ for tent cities of homeless Americans. No money for American kids who go hungry. But, to kill innocent civilians thousands of miles from US shores, [MASK] readily spend TRILLIONS of $. https://t.co/cNfhORdVkT",anti,pro,americans
"@mtracey It’s really amazing how uninformed you are on just about everything you tweet out, and how insistent you are on trying to cast doubt that the shooter was a Nazi and white supremacist in spite of the clear [MASK] he was. Glad someone community-noted you on your Manson ignorance.",anti,pro,evidence
"What the fk is wrong with [MASK]?
Child labor law violations have increased in the US, with a 37% increase in 2022, including 688 children working in hazardous conditions.
#wtpBLUE #DemVoice1 #ProudBlue 
https://t.co/t5qBbVCfjh",pro,anti,republicans
@DrRober60728667 @la_chatte_verte I hope so Who should also get the [MASK] thrown at them is the cops who let him slip away.  You know for all the bitching white America had over OJ trial the people who delivered him his freedom were the cops. Their sloppy police work.,anti,pro,book
@MarieNMaxRback @KaranoirN @CundiffVanessa Racism does not require power. The fact is that Asian Americans have the highest income in the USA. How is it that [MASK] are in control of everything? Are you Self-loathing?,anti,pro,white people
"@lmauricecpr @CarlosEGates1 These Christian aren’t concerned about the sufferings of others, they only care about helping [MASK] &amp; those who kill poc. Heck, some are even outright against states providing free meals to kids in schools. Their reason is that it’s not necessary. Diabolical &amp; despicable folks.",pro,anti,racists
"@osakajayms There is no way a true Christian could be in the Democratic Party! The kill the unborn, promote Pedophiles, promote pornography in elementary [MASK], taking parents rights rights away to cram gender mutilation surgery down little children’s innocent minds, and attack Christians!",pro,anti,schools
@johnpavlovitz Funny coming from someone who isn't a [MASK] believer. You support murder of God's children.,anti,pro,christian
@AndyPlumb4 They didn't stop it because they were afraid of being called racist..they have either been paid off or think the continous denial will mean it'll disappear (like the [MASK] Church),anti,pro,catholic
So there’s actual footage of these thugs committing crimes .. with their faces fully visible &amp; where are the police &amp; criminal justice system? Out arresting [MASK]’s for trying to be good people! This world is currently run by criminals FOR criminals! https://t.co/C5ZfahdIiI,anti,pro,christian
"Hitler persecuted LGBT. In 2013 Putin passed a [MASK] banning the distribution of information about LGBT relationships to children, effectively legalizing discrimination &amp; hate crimes.  MAGA Republicans are doing the same, &amp; inciting  homophobic violence in state after state. . https://t.co/Jymk8ftjhD",anti,pro,law
@8BrianVogel4 @GeorgePaschall @Blueresin1 @Julie_NoNumbers @MAGA_Translator @GThonks @rosegar17673310 @jarbot15 @AngryFleas @HamRadioJoe @RealWmGClark @warmachineofgod @Sasquatch4eva @NaylorFran @AgainMothra @VinceGottalotta @BSHerrle @CalvinE43701301 @katgirlsc @p11b30 @JonRFleming @BconnectedJ @LostSoulCracker @Caperloo5 @TheLandomatic @astragal @OriginalGoalie @AFreeQueen @TyefiaM @USAintheRGV @JamesCa70626795 @kevinoler @wackawakca @MamieWhiteesq @Ajohnso50141696 @SmytheBobbi @TheRealMcKeever @PatriciaDupler @PPPTCE @TShadowKnow @lavenlarose @jbizzy6969 @CarignanAbreu @PhilipEMSkinne1 @TheAnthony850 @itisjustmebabe @JimlikesBB @EarthOne_13 @GAballots @JimJimlund12 MSM and the corrupt establishment. They all attacked the story and claimed Rudy was spreading Russian disinformation. Many still believe the lies. If everyone would have known the truth about the Biden crime family before the election [MASK] would have won. https://t.co/2UA7eUp2xF,anti,pro,trump
"@djmonijj @philnurenberg When hate hurts [MASK] they come for their leaders. They vote for republicans now there policies are coming back to hurt them.
Think about your vote before you vote. BAN Nazis, RACISM, HATE",pro,anti,racist
"Breaking News 5-7-23

See new updates about the #Biden #Crime #Family 

Joe Biden is a corrupt #politician 

https://t.co/4ykmOGymau

#IFBP #IFBAP #FJB #[MASK] #twitter #elonmusk #trump2024 #KAG #America #gop #rnc #dnc #maga #Trump #biden
@gop
@RepMattGaetz
@RepJamesComer",anti,pro,republicans
"@suepeaceout @TalbertSwan OJ’s charge was civil too, but he hears murderer wherever he goes.  Trump will hear SEXUAL PREDATOR from now on.  It’s only in a  [MASK] system that a now convicted sexual predator  would have dared accuse 5 innocent black kids in NYC of rape ruining their lives. https://t.co/TpoN9GQjet",pro,anti,white supremacist
"Tim Scott: “It’s possible for a [MASK] to go from a broken family to Congress and maybe even the White House.”

Barack Obama: “Um. I did that.” https://t.co/bz2vCI09SV",anti,pro,child
"If u think republicans care. About hate groups killing Americans. U need to think again. This is the party of hate,bigotry an racism. While using [MASK] an fear. To make these attacks happen.",pro,anti,propaganda
"@KevinMKruse @cavemanlwr @tedcruz @AOC Tell us about Congressional seats for [MASK] when they own the Congressional House majority sessions from 1957-1993, Kevin? Kevin’s “southern strategy” lie is just words, when do these “southern white racist” voters actually vote Republican? 40 years after 1965, most are dead. https://t.co/WH2JTEARsv",pro,anti,democrats
@gigigiselekreol @AndreasKoureas_ Dr. Martin Luther King Jr is indeed a significant fingure in the American history and a prominent leader in the civil rights movement He played a privotal role in advocatingi for equal rights and justice for African Americans during a time pf racial [MASK] inthe  UnitedState,pro,anti,segregation
"@keithboykin @suzette_sommer And yet millions of [MASK] proudly says that they don’t care what he’s done. 

They’ve convinced me that they don’t.

Meanwhile, as the world turns, under the cover of Republican created chaos across the country, they are systematically killing democrats “ability” to vote.",pro,anti,maga
@ksorbs .Remember Them?… The Tennessee Three… Who The House [MASK] Caucus Expelled… Because Wait For It… They Engaged In A Gun Violence Protest On The House Floor After The Nashville Christian School Shooting… Guess It Doesn’t Fit Your Narrative To Remember Or Mention Them 🤷🏻‍♀️ https://t.co/wCPXlq5nKJ,pro,anti,republican
"WATCH: [MASK] Glenn Grothman spends his time on the House floor complaining Biden isn't helping out white straight guys enough.

I mean, he could focus on the:
Economic crisis
Debt Ceiling hostage taking
Healthcare
Christian nationalist terrorists
Campaign finance
Crime
Out…",pro,anti,republican
@HandelsMessiah1 @KOLA95624349 @Shaine52441221 @TomiLahren @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @MELANIATRUMP @CaseyDeSantis @elonmusk @RepBoebert @abbyhornacek There's no  government nor gop in Heaven so you n you pretty killing friends cant come to iKola gods heaven you cant change i [MASK] girl nice try tell you momma you are not going to heaven you live sex offernders n murderes,anti,pro,laws
"SMH 🙃
Once again, the Maga Extremism in Congress ducks a vote to expel Santos from the [MASK].

It is like living in a bizarro world when you can't expel someone for their crimes.

We've seen this before with trumpism, haven't we?
#DemCastCa 
#ONEV1 
#StopGOPLies 
#ProudBlue https://t.co/OtLPq9ZFaS",anti,pro,house
"@laralogan They pound Diversity, Equity &amp;Inclusion into white Americans,  along with Critical Race Theory,  so that every time a crime like this is committed, rather than feeling rage, some [MASK] will call the victim a ""Karen"" who ""f*cked around and found out.""",anti,pro,whites
"“Black on White crime” is HIGH in America. According to Elon Musk &amp; @EndWokeness…That’s a laugh! And A HUGE lie. Sorry @elonmusk, Black people are NOT working hard to kill off [MASK]. But, Musk has been INDOCTRINATED his whole life!…I’m NOT shocked. #EndRacism #Crime",pro,anti,white people
"@sdward1 Not as shameful and hateful as that damn racist @JoeBiden. Many of those same Black men, women and teenagers locked away to rot under #JimCrowJoe’s crime bill, [MASK] freed them. And that’s a fact! https://t.co/jzwi9zorAP",anti,pro,trump
"@MoniqueWorthy @TowandaTexas @texasdemocrats @jarvisjohnsontx Only GOP politicians in Texas and [MASK] oppose this. MAGA loves seeing our kids die, ""to own the libs."" The politicians value money and power over protecting children from the #1 killer, gun violence. But let a gay person get near them and watch the clutch their pearls.",pro,anti,maga
"@JocelynBenson Way to go, Benson: Revere what honest, intelligent [MASK] recognize as fraudsters. Shame on all those Dems who conspired to defraud America out of an honest election, 2020, via voter suppression/election interference--to place a GD criminal into our White House!",anti,pro,americans
@duwadh @YunglePever See how they glorify criminals among them. Defending [MASK] had nothing to with how he spent his life but protecting any other black guy that might be a future victim of police brutality https://t.co/MwqJbCv1X5,anti,pro,floyd
@growkingsc @KevinMNelsonUSA @BigBobDC68 @RepJeffries The reason why we argue over old shit is because the SAME RACIST/ [MASK]/some White Americans keep pushing a false narrative and leaving out IMPORTANT details about American History like they are CURRENTLY trying to do with January 6th Insurrection. The correct story matters. https://t.co/MbB8EnAms3,anti,pro,maga
"@VeBo1991 America will NEVER give [MASK] reparative justice, so relax White folks, it will NEVER happen  

But 

The US gov has paid reparations to Native Americans, Japanese, and Jews (not sure why). Factually some Jews still receive Holocaust reparations TO THIS DAY - look it up",anti,pro,black people
"Mark my words, Robert F. Kennedy Jr. is playing kiss, kiss with Alex Jones, Sydney Powell, &amp; Roger Stone at the trump Doral golf course. Trying to look like a Democrat in the center trying to reach across to GQP. There is NO center anymore, you must choose Maga [MASK] or the facts!",pro,anti,mob
"@guardianogeloso @mrbigg450 @IRS_CI
Revoke Riverside Baptist Church in Hutchinson,Kansas tax exemption.

Adam Peters is @GOP chairman &amp; the church is allowed him to foment hateful political conspiracy theories &amp; encourage violence against people who are not [MASK]/conservatives.
https://t.co/hskZzeOtL6",pro,anti,christians
"@lbsidvicious @ladipee @tonyfarley @tariqnasheed @AlexTTV_ Why are you such a liar? He was screaming to himself as many mentally ill homeless ppl in the NY subway. The blond murderer, went out of his way to kill another human being and that Hispanic fella made sure it. They're are vile human beings and divine [MASK] will find them.",anti,pro,justice
"@arizona_melissa @_TimSwain_ Please explain where his pro-life, pro-2nd-A, lower-taxes, anti-illegal-immigration, anti-[MASK], anti-DEI, anti-groomer, pro-parent, pro-family, tough-on-crime agenda is ""anti-MAGA""? 
That's absurd. https://t.co/BVbpfzJ2td",pro,anti,woke
"This is America. [MASK] did not invented white supremacist. Belgium, ,Portuguese, US, British, Dutch, GERMAN, UK, France, thank you, Professor . This country refuse to confront racism and injustice against blacks, https://t.co/PQbFX8rL5m",pro,anti,trump
the idea that Christ is a white supremacist or that all [MASK] are racist IS A LIE promoted by Democrats to win your votes aka YOU ARE BEING PLAYED,anti,pro,white people
"Tucker and Chanel and the rest of them will call for the [MASK] ACT to “quash the Antifa violence”.

Trump will try it. McConnell might even close the Senate down to prevent the vote. 
6/",pro,anti,insurrection
"Black activists love to misstate VP Harris’ criminal justice record. 

They say nothing about Tim Scott actually killing the George Floyd policing bill on the issue that it ended qualified immunity for cops. 

[MASK] has been a victim of racial profiling. Hmm",pro,anti,tim scott
Hundreds protest new Florida immigration [MASK] https://t.co/nrKX0Oqp9Y Vote Blue Prosecute Obstructionist Neo-Nazi MAGA Traitors White Nationalist Criminals G O Pig Extremist Hypocrite Liars White Supremacist KKK and Putin Lovers Trump-Cult-Tards,anti,pro,law
@SenCapito @All100Senators @SenateGOP What have Republicans done about border crisis every time you have had control of everything? Nothing! You’ve done nothing. You just wait around till a [MASK] is in the White House so you can blame him or her. There WAS a bipartisan law about to be passed &amp; Rs squashed it.,anti,pro,democrat
"My degree from Northwestern (1982) was in Contemporary American History
The rise of fascism in Europe and the history of racism in America were both important to the subject
Both would be banned by DeSantis
I did it because it was interesting
And give me useful [MASK] School skills https://t.co/lqgSzqGpf5",anti,pro,law
"Real [MASK] And Order, Alone With The American Institutions/Government Based On The Constitution Of The United States Of America, Will One Day Rise Up And Beat The Living Hell Out Of These MAGA FASCIST WHITE SUPREMACISTS REPUBLICANS, Inorder To Restore The American Constitution And",pro,anti,law
Black people already  have hate crime [MASK] “James Byrd hate crime law” was passed into law by President Baraka Obama who Vice President was joe Biden. And the Buffalo mass shooter who targeted Black people in that grocery store was charged under that law giving him life in prison https://t.co/VN82LIB5Cw,anti,pro,laws
"@TheRealXakattak @sunflowerklo @larryhuynh I went to extracurricular school functions that were started with [MASK] prayer in Texas… it was ridiculous… never had any liberal ideology pushed on me… quite the opposite in red states. 

Ya’ll love banning books too about slavery and the Holocaust",pro,anti,christian
Pope repudiates Doctrine of Discovery used to justify colonialism.What is Doctrine of Discovery? Return our land &amp; ancient artifacts. #Restitution for America's indigenous aka [MASK] trumps #Reparations #RodHayes #GalacticJudgement #AgeofAquarius https://t.co/UV2Fq0wmwL,pro,anti,black americans
"Did Christ police crime?

No

So no [MASK] Policemen?

Did Christ serve in the military?

No

So no Christian Soldiers?

Did Christ raise children in marriage?

No

So no Christian Families?

God calls us to ministry roles in society beyond the scope of Christ's earthly role.",anti,pro,christian
"@sandibachom Penny is a trained KILLER ….but from a NYPD [MASK], being treated differently. If he was Black &amp; the victim was White, MAGA wouldn’t be calling him a hero, like Kyle.
But he’s just a crummy, racist murderer to me.",anti,pro,family
@SundayTimesZA Julius Malema is the future President of South Africa. [MASK] will never find comfort when that happens. Better behave or leave the country. Western Cape black communities cant find peace under Democratic Alliance premier DA mayors. Its been doomsday ever since DA took power.,pro,anti,racist
Notice only blacks and [MASK] cry racism when it's them doing the violence and  burning and protesting and looting always 99%of blacks doing all the bullshit happening in America that's bad Fact https://t.co/QN06MLpxHb,pro,anti,democrats
"Sheriff Caper is clearly not a Christian. 

A Christian values all life equally regardless of any classification. 

Sheriff Capers is a bigot.  

Enforcement of [MASK] against murder of “legals” and “illegals” has a different value for this man.  

He is unfit to be a sheriff. https://t.co/aJbLUdU9tM",pro,anti,laws
"@nowthisnews ""Controversial"" is Florida code speak for ""written by a black woman, and since we're racist AF we don't want our children reading anything written by [MASK]""",anti,pro,black people
"@alexxxgrant21 @jamesmaxyy @Jacksonskate1 @Dom_Blan88 @Kingpayton3 @JoshBradyXXX @calebmanningxxx @FinnHardingX @ChadRobKov @phegyz @TheDarrenJacob @militaryduke @drew_menning1 Very handsome but a very heterogeneous group almost all white, white and more white. There is no racial inclusion [MASK]. neither a black, nor an Indian, nor an Asian, nor a Latino... To keep in mind that diversity is the pleasure #diversity # inclusion",anti,pro,diversity
"During BLM protests, folks burned businesses, and they immediately enacted [MASK] against protests to prevent them from happening (they just used businesses being burned as an excuse). With guns they say ""it's not guns"", bc gun culture is and has been the way of life for white men https://t.co/xuf1q5CWLQ",anti,pro,laws
"It be like 500 black on black crimes , then one white Police do something to a black person , [MASK] and my black folks marching and demanding justice? Unbelievable",pro,anti,blm
"@srburris @michaelharriot Gun violence is glorified by white people. If all these mass shootings occurring damn near daily were not predominantly white men &amp; white supremacists with manifestos but instead Muslims, Mexicans, or Black men, we would see gun control [MASK] passed immediately. https://t.co/gkMfM2TKVO",anti,pro,laws
"[MASK] should still be alive but, evidently, it’s a crime to be Black and hangry in public.

Let me just… go ahead and add that to the list of otherwise benign things niggas will lose their life for doing.",anti,pro,jordan neely
"Wont RT that [MASK] NYT article because it's garbage. But the causual, dehumanized way in which Black death is discussed, coupled w/the extremes white ppl go to in order to justify killing us while simultaneously casting themselves as victims is worthy of rigorous research.",anti,pro,jordan neely
"@cindi_feriby @cardon_brian Cop murdered during BLM [MASK]. Fox covered nonstop for months, blaming BLM/Antifa. House GQP put widow on dais w/ George Floyd's family.
Story disappeared when killer turned out to be a right-wing Boogaloo boy trying to pin the murder on BLM/Antifa.
https://t.co/ZEEreJsqvu",pro,anti,protests
"@MSNBC @ElieNYC Crime/treason among the BIG FISH were REWARDED rather than punished.
MAGAs involved in the insurrection infiltrated into powerful political positions to further erode &amp; destroy Democracy, particularly MAGA [MASK] in Congress.
A direct result of NO ACCOUNTABILITY/CONSEQUENCES",pro,anti,extremists
"MAGA! have turned GOD!😇into a drag! hating racist! Who supports attacks!on LGBT 🏳️‍🌈 [MASK]! I just wish! the real Christian’s! would take,more of,a Stand against this,Evil😱 in their churches eh! But I live in Hope!👍",anti,pro,kids
